,Watch_Name,Price,Watch_Mark
1824,Rolex Submariner Date,"8,995",40mm Men's Black Dial Watch - 16610 Holes Case (1991)
1825,Rolex Submariner (No Date),"14,456",ref 5513 con service Rolex
1826,Rolex Submariner Date,"35,029",116618LN ''Full set 2013'' Top condition
1827,Rolex Submariner,"18,550",Ref. 5512 - Meters First Matte Dial
1828,Rolex Submariner Date,"17,500",Green Dial - Hulk 116610
1829,Rolex Submariner Date,"15,780","""Kermit"" 16610LV - 2022 AD service"
1830,Rolex Submariner Date,"16,500",116613LB
1831,Rolex Submariner (No Date),"13,885",124060
1832,Rolex Submariner Date,"18,445",41mm Blue Dial Two Tone 126613LB Unworn 2023
1833,Rolex Submariner (No Date),"24,353",5513 Maxi Dial Full set
1834,Rolex Submariner Date,"21,684",Red Mark II Meters First
1835,Rolex Submariner Date,"13,650",40mm Unworn 116610LN Discontinued Model 2019 Box And Papers
1836,Rolex Submariner Date,"13,289",Vintage ref 16800 Transitional Pallettoni Matte Dial
1837,Rolex Submariner (No Date),"9,815",Non Date Stainless Steel 14060 - COM003320
1838,Rolex Submariner Date,"17,868",2019 Steel & Gold Submariner Date 40mm Bluesy Full Set 116613LB
1839,Rolex Submariner Date,"9,900",16610
1840,Rolex Submariner Date,"19,905","""Sultan Dial"" Full set"
1841,Rolex Submariner Date,"9,786",16610
1842,Rolex Submariner (No Date),"12,221",114060
1843,Rolex Submariner Date,"21,962","""Kermit"" Sticker##Random##EU##2011"
1844,Rolex Submariner Date,"7,840",40mm SS & YG - Blue Ceramic Bezel - Blue Dial - Oyster 116613LB
1845,Rolex Submariner Date,"41,548",16808
1846,Rolex Submariner Date,"14,999",Stainless Steel Yellow Gold Blue Dial 116613LB
1847,Rolex Submariner (No Date),"5,658",14060M
1848,Rolex Submariner Date,"9,750",18ct Yellow Gold - 2021 - 126618lb
1849,Rolex Submariner Date,"12,221",16610
1850,Rolex Submariner Date,"11,050",126610LN
1851,Rolex Submariner Date,"13,925","16610LV ""Kermit"" Boite + Papiers 2007"
1852,Rolex Submariner Date,"8,645",116610LN ''Full set 2019'' LIKE NEW
1853,Rolex Submariner Date,"15,000",40MM Steel | Tritium Dial | Extremely Rare Mixed Serial | B&P from 2010
1854,Rolex Submariner (No Date),"18,193",40mm ref.5513 bj.1967
1855,Rolex Submariner Date,"6,499",126613lb
1856,Rolex Submariner (No Date),"10,288","""Swiss Only"" Dial Serviced 2023 Collector Set"
1857,Rolex Submariner (No Date),"14,234",14060m 4 liners RRR perfect full set
1858,Rolex Submariner Date,"12,600",Bluesy “Swiss only” 16613
1859,Rolex Submariner Date,"15,924",2024 Submariner Date 41mm Unworn Box And Papers 126610LN
1860,Rolex Submariner Date,"18,903","""Kermit"" Ref. 16610LV - NEW NOS 100% - FULL SET - Original Receipt 1 Owner"
1861,Rolex Submariner Date,"38,350",MINT Submariner Date 40mm White Gold Blue Ceramic Bezel 116619LB
1862,Rolex Submariner Date,"10,800",40mm Black Dial Stainless Steel Watch 16610 Box Papers
1863,Rolex Submariner (No Date),"12,788",5513
1864,Rolex Submariner (No Date),"12,788",5513
1865,Rolex Submariner (No Date),"8,555",14060M
1866,Rolex Submariner Date,"12,500",116610LN
1867,Rolex Submariner (No Date),"10,250",14060 Tritium Dial Box Papers 2 Line 1997
1868,Rolex Submariner Date,"39,500",White Gold Blue Dial Pre-Owned
1869,Rolex Submariner Date,"12,500",40mm Stainless Steel Black Dial & Black Bezel 116610LN
1870,Rolex Submariner Date,"37,500",2012 Mens Submariner 116618 Flat Blue Dial 18kt Oyster With Papers 40mm
1871,Rolex Submariner Date,"39,477",1680 Black Nipple Dial - 18K Yellow Gold - Excellent Conditions
1872,Rolex Submariner Date,"20,356",116610LV
1873,Rolex Submariner Date,"12,058",116610
1874,Rolex Submariner Date,"13,630",40mm 116610LN 2020 Unworn Discontinued
1875,Rolex Submariner (No Date),"16,190",124060
1876,Rolex Submariner Date,"19,281",Mk3 1979
1877,Rolex Submariner Date,"14,323",126610LN
1878,Rolex Submariner Date,"11,500",16610
1879,Rolex Submariner,"16,000",Ref.126610LN (03/2021)
1880,Rolex Submariner Date,"13,333",116610LN
1881,Rolex Submariner Date,"17,559",16800 Stahl 40mm
1882,Rolex Submariner Date,"9,900",factory diamonds dial
1883,Rolex Submariner Date,"15,902",126610LN
1884,Rolex Submariner Date,"9,850",1986 Rolex Submariner 168000 40MM Black Patina Dial
1885,Rolex Submariner Date,"20,016",BROWN BEZEL
1886,Rolex Submariner (No Date),"14,228",Full Set
1887,Rolex Submariner (No Date),65,1967 Submariner 5513 Meter First Black Matte Dial SS Jubilee No Paper 40mm
1888,Rolex Submariner Date,"6,242","""Kermit"" 16610Lv With Card Very Good condition Stahl steel Diam1233"
1889,Rolex Submariner Date,"20,005",2023 Submariner Date 126619LB
1890,Rolex Submariner Date,"13,650","""Hulk"""
1891,Rolex Submariner (No Date),"12,993",124060
1892,Rolex Submariner Date,"20,312",Bluesy 126613LB London
1893,Rolex Submariner (No Date),"14,334",5513 Full Set + Service Card Rolex
1894,Rolex Submariner Date,"17,070",Starbucks | Erstkaufrechnung dabei
1895,Rolex Submariner Date,"4,950",Random Serial NOS UNOWRN full STICKERS
1896,Rolex Submariner (No Date),"7,451",2010 Submariner '4-Line full set
1897,Rolex Submariner Date,"12,510",126610LN
1898,Rolex Submariner (No Date),"16,113",14060M Four Liner Rehaut 2009
1899,Rolex Submariner Date,"22,000",16803
1900,Rolex Submariner Date,"14,699",40mm Green Dial Hulk 116610LV
1901,Rolex Submariner Date,"37,798",Yellowgold Black 2018 LC100 Ref.116618LN
1902,Rolex Submariner (No Date),"11,676",Data
1903,Rolex Submariner (No Date),"14,345",5513 - 1979
1904,Rolex Submariner Date,"11,554",168000
1905,Rolex Submariner (No Date),"13,222",41
1906,Rolex Submariner Date,"15,750",Pre-owned Two Tone Yellow Gold Submariner Bluesy 116613LB
1907,Rolex Submariner Date,"17,717",126610lv
1908,Rolex Submariner (No Date),"13,658",124060
1909,Rolex Submariner (No Date),"10,250",Steel 40mm Watch - Black Dial No Date 114060
1910,Rolex Submariner Date,"35,250",41
1911,Rolex Submariner Date,"16,569","""Kermit"" - 16610LV - Box & EU-Papiere - Jahr: 08/2005 - Top Zustand"
1912,Rolex Submariner Date,"16,500",16610 Engraved Rehaut Mens Watch
1913,Rolex Submariner Date,"18,337",2006 Submariner Kermit Black Dial Green Bezel 16610LV With Papers 40mm
1914,Rolex Submariner Date,"6,396",1680 Creamy Patina 1979
1915,Rolex Submariner Date,"18,904",116613LB
1916,Rolex Submariner Date,"8,551",New 06/2023
1917,Rolex Submariner Date,"45,492",2021 Submariner Date Blue Two Tone 41mm
1918,Rolex Submariner (No Date),"12,025",Non-Date 114060 - Box & Papers - 24-Month Warranty - 2018
1919,Rolex Submariner (No Date),"11,676",Tritonova
1920,Rolex Submariner Date,"23,204",116610LV - Hulk - Box & Papers
1921,Rolex Submariner Date,"21,088","""Kermit"" FAT FOUR"
1922,Rolex Submariner (No Date),"13,066",124060
1923,Rolex Submariner Date,"12,677",116610LN
1924,Rolex Submariner (No Date),"19,905",Meter first
1925,Rolex Submariner Date,"8,750",16613
1926,Rolex Submariner (No Date),"13,222",41 unworn
1927,Rolex Submariner Date,"31,693",Yellow Gold - Sultan Dial - With Box And Papers
1928,Rolex Submariner Date,"16,124",41 mm with partial stickers
1929,Rolex Submariner Date,"49,500",Steel and Gold
1930,Rolex Submariner (No Date),"27,299",124060
1931,Rolex Submariner Date,"10,119",16610
1932,Rolex Submariner Date,"12,006","""Kermit"" 16610LV B&P Rare V-Serial Rehaut Card Stahl Automatik 40mm"
1933,Rolex Submariner Date,"19,459",116610LN Stahl 40mm Black B+P 08/2016 LC100
1934,Rolex Submariner Date,"3,900",16613
1935,Rolex Submariner Date,"16,800",1680
1936,Rolex Submariner Date,"11,000",16610
1937,Rolex Submariner Date,"21,000",NOS Rolex 16610LV Submariner Anniversary Green Kermit Full
1938,Rolex Submariner (No Date),"13,289",124060
1939,Rolex Submariner Date,"13,500",126610LN anno 2023
1940,Rolex Submariner Date,"9,892",40 Ref. 116613LB Circa 2008
1941,Rolex Submariner Date,"40,867",126619LB
1942,Rolex Submariner Date,"15,846",Stahl Gold LC 100 2014 FULLSET
1943,Rolex Submariner Date,"11,454",16610
1944,Rolex Submariner (No Date),"11,676",Ref. 14060M
1945,Rolex Submariner (No Date),"18,015",Random Serial NOS UNWORN full STICKERS
1946,Rolex Submariner Date,"17,750",126610lv
1947,Rolex Submariner Date,"10,000",16610
1948,Rolex Submariner Date,"10,900",16803 Blue 40MM Two-Tone 1988
1949,Rolex Submariner Date,"15,500",16610
1950,Rolex Submariner Date,"15,795",Pre-owned Two Tone Yellow Gold Submariner Bluesy 116613LB
1951,Rolex Submariner Date,"16,763",2021 Submariner Date 41mm Starbucks Kermit Unworn
1952,Rolex Submariner Date,"13,650",116610LN
1953,Rolex Submariner Date,"14,997",116613LN
1954,Rolex Submariner Date,"21,000","""Hulk"""
1955,Rolex Submariner (No Date),"18,460",14060M 2012 Nos-Full Stickers-Random
1956,Rolex Submariner Date,"9,893",2009 PAPERS Rolex Submariner Date Black Steel REHAUT 40mm NO HOLES 16610 B+P
1957,Rolex Submariner Date,"44,000",2024 - unworn - Full factory stickers - 126610LN
1958,Rolex Submariner Date,"10,500",Steel Submariner Date Watch - The Starbucks - Green Bezel - Black Dial 126610LV
1959,Rolex Submariner Date,"11,065",40mm White Gold Blue Dial (Smurf) 116619LB Box & Papers 2015
1960,Rolex Submariner Date,"13,789",Unworn Submariner Date 126610LN
1961,Rolex Submariner Date,"8,062",2023 Unworn Full Set STICKERS
1962,Rolex Submariner Date,"20,784",REF. 16800
1963,Rolex Submariner Date,"18,793",116613LB
1964,Rolex Submariner Date,"16,000",Stahl Ref: 16610 von 1999 mit Rolex Box & Papiere
1965,Rolex Submariner Date,"11,843",1986 Submariner 16800 Black Spider Dial Oyster Bracelet No Papers 40mm
1966,Rolex Submariner (No Date),"9,953",40mm 14060M With card and service Stahl Steel Good Condition 211122Mhk
1967,Rolex Submariner Date,"9,663",16610
1968,Rolex Submariner (No Date),"9,285",124060
1969,Rolex Submariner Date,"20,567",126610LV Complete 2022
1970,Rolex Submariner Date,"1,112,011",“Starbucks” 126610LV
1971,Rolex Submariner Date,"14,921",ref. 16610 - Oyster Bracelet - Full Set
1972,Rolex Submariner Date,"22,297",16613
1973,Rolex Submariner Date,"6,667",126610LV Kermit 2022
1974,Rolex Submariner (No Date),"9,850",124060
1975,Rolex Submariner Date,"10,731",2002 Submariner Date NOS STICKERS Boxes Papers Black Dial Bezel SS/18kt Gold 16613
1976,Rolex Submariner Date,"14,645",Starbucks Green Bezel Men's Watch 126610LV-0002
1977,Rolex Submariner (No Date),"4,993",5512 service Rolex
1978,Rolex Submariner (No Date),"4,918",124060 2021
1979,Rolex Submariner Date,"35,500",UNPOLISHED 2014 TT Submariner Date w Original Rolex Box - Warranty Card Tags
1980,Rolex Submariner (No Date),"12,805",Automatic Steel Ref.14060M
1981,Rolex Submariner Date,"18,967",16610
1982,Rolex Submariner Date,"13,733","40 NEW NOS FULL STICKERS ""Never worn"""
1983,Rolex Submariner Date,"322,487","Oyster Perpetual Date Submariner ""Hulk"" 40mm"
1984,Rolex Submariner Date,"10,008",Bluesy Date 2023 NEW
1985,Rolex Submariner Date,"14,112",Steel 41mm Green Bezel Ref: 126610LV Full-Set LIKE NEW
1986,Rolex Submariner (No Date),"6,450",classic 2 lines Original box & paper
1987,Rolex Submariner Date,"9,721",2010 Rolex Submariner 16610 New Old Stock Full Stickers complete set NOS
1988,Rolex Submariner (No Date),"3,490",40mm / 14060M / Box & Papers ( Full Set ) Year 2002
1989,Rolex Submariner (No Date),"8,600",UNPOLISHED VINTAGE 1970 Rolex Submariner VIVID YELLOW PATINA Black Watch 5513
1990,Rolex Submariner Date,"48,500",41mm Ceramic BNIB 2023
1991,Rolex Submariner Date,"18,570","""Kermit"" 16610LV - UNPOLISHED - near NEW - FULL SET - FROM 2009 - ITALIA"
1992,Rolex Submariner Date,"15,900",126610LN
1993,Rolex Submariner Date,"11,344",Black Dial Y/Gold & S/Steel 40mm 116613LN (2008)
1994,Rolex Submariner Date,"4,699",116610LN Oystersteel Black Index Dial 40 mm
1995,Rolex Submariner Date,"25,465","""Kermit"" 16610Lv With Card And Service Good Condition Stahl Steel L35"
1996,Rolex Submariner Date,"4,336",40 Ref. 16613 Circa 1997
1997,Rolex Submariner Date,"17,459","168000 TRIPLE ZERO BLACK ""ZORRO"" DIAL"
1998,Rolex Submariner Date,"4,947",Steel and Gold Rolesor Submariner Date Watch - Black Dial - 116613 bk
1999,Rolex Submariner Date,"15,567",PVD
2000,Rolex Submariner Date,"7,995",1990 PAPERS Rolex Submariner Date Two-Tone 18K Gold Blue 40mm Watch 16613 B+P
2001,Rolex Submariner (No Date),"9,265",114060 NOS Nuovo 2019 full set
2002,Rolex Submariner Date,"18,903",16610
2003,Rolex Submariner Date,"11,198","41mm Green""Starbucks"" Stainless Steel 126610LV"
2004,Rolex Submariner Date,"26,689",1680
2005,Rolex Submariner Date,"15,595",Rehaut
2006,Rolex Submariner Date,"13,900",126610LV
2007,Rolex Submariner (No Date),"34,918",5512 Gilt Full set
2008,Rolex Submariner Date,"12,500",Bluesy | 2021 | Like New | Steel/Gold
2009,Rolex Submariner (No Date),"9,397",E serie 14060
2010,Rolex Submariner Date,"15,794",'Starbucks' 41mm Black Dial Ref: 126610LV – 2022
2011,Rolex Submariner Date,"10,700",1984 Submariner 16800 Black Dial Oyster Bracelet No Papers 40mm
2012,Rolex Submariner Date,"10,725",16610 Swiss Only Papers
2013,Rolex Submariner (No Date),"13,011",124060
2014,Rolex Submariner (No Date),"9,395",14060M SS Black Dial Vintage 2008 Mens Watch....40mm
2015,Rolex Submariner Date,"48,092",41mm 2022 Yellow Gold Unworn Full Set Blue Dial Ref 126618LB
2016,Rolex Submariner Date,"16,999",126610LV Oyster Steel Starbucks Green Bezel Black Index Dial 41 mm
2017,Rolex Submariner (No Date),"8,885",14060 Tritium Stahl Automatik 40mm
2018,Rolex Submariner Date,"12,677",16613
2019,Rolex Submariner Date,"17,459",1680 - MK 2 - 1977
2020,Rolex Submariner (No Date),"13,650",124060
2021,Rolex Submariner Date,"15,500",126610LN
2022,Rolex Submariner Date,"28,901",1680
2023,Rolex Submariner Date,"11,787",Oyster Perpetual Submariner Date
2024,Rolex Submariner Date,"29,000",Kermit Ref. 16610LV NOS Stickers
2025,Rolex Submariner Date,"4,437",Stainless Steel Submariner Ceramic Factory Blue Dial 116610
2026,Rolex Submariner Date,"4,400",Black / NEW 2023 MODEL
2027,Rolex Submariner,"4,299",ref 5510 Big Crown From 1958 Vintage
2028,Rolex Submariner Date,"13,066",LC100 / 2013 / Price Tag
2029,Rolex Submariner (No Date),"18,182",5513 No Date Spider Tritium dial Full Set 1986’s
2030,Rolex Submariner Date,"13,895",116610LN ''Full set 2018'' LIKE NEW
2031,Rolex Submariner Date,"11,980",41mm 126610LN unworn partly with stickers
2032,Rolex Submariner Date,"46,000",40mm 16610 With paper Good condition sthal steel 47Mcy
2033,Rolex Submariner Date,"8,190",Purple Italian Paper
2034,Rolex Submariner Date,"16,350",126610lv
2035,Rolex Submariner Date,"7,913",16610
2036,Rolex Submariner Date,"13,500",16613
2037,Rolex Submariner Date,"9,785",40mm 16610 With paper Good condition sthal steel 181cy
2038,Rolex Submariner Date,"10,674",ref. 16613 E serial service Rolex 2017 top condition
2039,Rolex Submariner Date,"14,451",16610
2040,Rolex Submariner Date,"42,257",Ghiera Verde RRR
2041,Rolex Submariner Date,"4,892",126610LN Submariner Date Stainless Steel Automatic New 41mm
2042,Rolex Submariner Date,"5,670",41mm NEW 2024 White Gold / 126619LB
2043,Rolex Submariner Date,"11,065",Kermit Starbucks BNIB 2023
2044,Rolex Submariner Date,"9,499","16610 ""Swiss only"""
2045,Rolex Submariner (No Date),"37,809",Oyster Perpetual Submariner 14060 No Date Mens Watch
2046,Rolex Submariner Date,"10,999",ref.116610LN Box & Paper Chromalight Top Conditions Year 2014 Just Service
2047,Rolex Submariner Date,"6,116",16800 Year 1986
2048,Rolex Submariner Date,"14,345",Kermit - Ref: 16610T - aus 2008 - 4 Liner
2049,Rolex Submariner Date,"32,434",'16618' - 18ct Yellow Gold - Rolex Service 2023 - Box & Papers
2050,Rolex Submariner Date,"15,340",Steel / Gold Blue Sunburst Dial
2051,Rolex Submariner Date,"52,609","""Serti Dial"" 2005 Box & Papers"
2052,Rolex Submariner Date,"10,425",16610
2053,Rolex Submariner Date,"36,586",[NEW 2024] Steel - Black dial - 126610LN-0001
2054,Rolex Submariner Date,"15,489",full set
2055,Rolex Submariner (No Date),"12,895",5512 from 1971 'long E-Dial'
2056,Rolex Submariner,"10,007",Ref. 5513 Mk. 3 Maxi Lollipop
2057,Rolex Submariner Date,"13,900",126610LV Green
2058,Rolex Submariner Date,"10,335",126610LV Starbucks - Kermit
2059,Rolex Submariner Date,"11,109","""Kermit"" F Serial 40mm 16610LV 2005"
2060,Rolex Submariner Date,"10,305",Date//Ref.16610//LC100//Full Set//Steel//#590
2061,Rolex Submariner Date,"4,093",in Steel (2009) Ref: 16610
2062,Rolex Submariner Date,"19,700",Royal Blue Dial Two Tone Men's Watch 126613lb-0002
2063,Rolex Submariner,"15,000",Ref.126610LN (04/2021)
2064,Rolex Submariner Date,"38,500",116618LB Submariner Date Blue 2020 Unworn; ORIGINAL BOX & PAPERS
2065,Rolex Submariner (No Date),"82,500",Exotic Rolex Submariner 40 mm Gilt 4 Lines Dial Pointed Case Steel Watch 5512
2066,Rolex Submariner (No Date),"13,730",BNIB 2023
2067,Rolex Submariner Date,"9,063",Oyster Edelstahl Automatik Herrenuhr Ref. 16610 K-Serie
2068,Rolex Submariner Date,"15,045",126610LN
2069,Rolex Submariner Date,"18,350",Pre-Owned Submariner Date Steel + Yellow Gold Blue Dial on Oyster Bracelet [COMPLETE SET 2022] 41mm
2070,Rolex Submariner (No Date),"13,325",124060
2071,Rolex Submariner,"58,950",Ref. 1680/8 Blue Rootbeer Tropical
2072,Rolex Submariner Date,"35,500",Red MK2 unpolished Meters first complete set “patent pending
2073,Rolex Submariner (No Date),"51,042",ref.5508 FULL SET bj.1963 First Owner
2074,Rolex Submariner Date,"13,350",Model 116610 LN
2075,Rolex Submariner,"19,250",Ref.126610LV Black Dial/Green Bezel
2076,Rolex Submariner Date,"14,445",16610
2077,Rolex Submariner Date,"17,484",126610lv
2078,Rolex Submariner Date,"15,912",126610LV
2079,Rolex Submariner (No Date),"9,493",No-Date Stainless 40mm Black Ceramic Dive Watch 114060
2080,Rolex Submariner Date,"17,299",126610LV Submariner Starbucks Mens Watch Box Papers
2081,Rolex Submariner Date,"11,676",Blu
2082,Rolex Submariner Date,"29,999",16618
2083,Rolex Submariner Date,"15,900",126610lv
2084,Rolex Submariner Date,"10,999",40mm Holes Steel None Ceramic Black Dial Mens Watch 16610
2085,Rolex Submariner Date,"27,778","""Hulk"""
2086,Rolex Submariner Date,"16,906",126610LV Submariner 'Starbucks'
2087,Rolex Submariner Date,"50,850",16613 Swiss Only Box + certificat LC100 Steel+18Karat Top condition
2088,Rolex Submariner (No Date),"16,402",5513 Tritium dial - 1983
2089,Rolex Submariner Date,"6,550",126610LV
2090,Rolex Submariner Date,"11,454",16613 Submariner SS/18k Blue Dial
2091,Rolex Submariner Date,"5,449",18K Gold and Steel 40MM Blue Dial 116613LB
2092,Rolex Submariner (No Date),"8,446",Non-Date 114060 - Box & Papers - 24-Month Warranty - 2017
2093,Rolex Submariner Date,"48,500","""Kermit"""
2094,Rolex Submariner Date,"8,841",with service papers
2095,Rolex Submariner Date,"8,995",40mm Men's Black Dial Watch - 16610 Holes Case (1991)
2096,Rolex Submariner Date,"12,993",16613
2097,Rolex Submariner Date,"17,737","Oyster Perpetual Submariner Date ""MK2"" Ref. 126610LV LC100"
2098,Rolex Submariner Date,"14,011",Ref. 16613
2099,Rolex Submariner Date,"41,200",Pre-owned White Gold Submariner Smurf 116619LB
2100,Rolex Submariner Date,"16,205",Blue Dial S/Steel & 18ct Yellow Gold 40mm 116613LB (2018)
2101,Rolex Submariner Date,"18,631",41 BLUESY MODEL 126613LB
2102,Rolex Submariner Date,"16,999",126610LV Oyster Steel Starbucks Green Bezel Black Index Dial 41 mm
2103,Rolex Submariner (No Date),"16,958",'METERS FIRST' Ref. 5513
2104,Rolex Submariner Date,"10,300",16610
